sloupec,vyplnenost,delka_pred,delka_po,lze_explodovat,pomer,trojcisli
600_y,1.5040986688726781e-05,66485,66485,True,1.0,600
610_ind1,1.0,46236,50266,False,0.9198265228981817,610
610_ind2,1.0,46236,50266,False,0.9198265228981817,610
610_a,1.0,46236,50266,False,0.9198265228981817,610
610_b,0.19156068864088588,46236,49297,False,0.9379069720266954,610
610_7,0.9823514144822216,46236,50199,False,0.9210542042670172,610
610_2,0.9823514144822216,46236,50199,False,0.9210542042670172,610
610_n,0.002811661908469591,46236,46264,False,0.9993947777969912,610
610_d,0.004152608357124318,46236,46271,False,0.9992435866957705,610
610_c,0.0019465351674020244,46236,46254,False,0.9996108444675055,610
610_x,0.00017302534821351327,46236,46237,False,0.9999783722992409,610
610_t,0.004433774547971277,46236,46259,False,0.9995027994552411,610
610_p,2.162816852668916e-05,46236,46236,True,1.0,610
610_z,0.0005839605502206074,46236,46236,True,1.0,610
610_y,8.651267410675664e-05,46236,46236,True,1.0,610
610_k,0.00023790985379358077,46236,46238,False,0.9999567455339764,610
610_l,6.488450558006747e-05,46236,46236,True,1.0,610
610_4,4.325633705337832e-05,46236,46236,True,1.0,610
611_ind1,1.0,2231,2377,False,0.9385780395456458,611
611_ind2,1.0,2231,2377,False,0.9385780395456458,611
611_a,1.0,2231,2377,False,0.9385780395456458,611
611_n,0.2792469744509189,2231,2286,False,0.9759405074365705,611
611_d,0.5508740475123263,2231,2325,False,0.9595698924731183,611
611_c,0.5396683101748095,2231,2365,False,0.9433403805496828,611
611_7,0.9744509188704616,2231,2377,False,0.9385780395456458,611
611_2,0.9744509188704616,2231,2377,False,0.9385780395456458,611
611_z,0.002689376961004034,2231,2231,True,1.0,611
611_y,0.0008964589870013447,2231,2231,True,1.0,611
611_e,0.0008964589870013447,2231,2231,True,1.0,611
630_ind1,1.0,6795,9943,False,0.6833953535150357,630
630_ind2,1.0,6795,9943,False,0.6833953535150357,630
630_a,1.0,6795,9943,False,0.6833953535150357,630
630_7,0.9892568064753495,6795,9931,False,0.6842211257677978,630
630_2,0.9908756438557763,6795,9938,False,0.683739182934192,630
630_d,0.04768211920529802,6795,6867,False,0.9895150720838795,630
630_p,0.3799852832965416,6795,9055,False,0.7504141358365544,630
630_l,0.017807211184694628,6795,6924,False,0.9813691507798961,630
630_s,0.013833701250919794,6795,6907,False,0.9837845663819313,630
630_y,0.0004415011037527594,6795,6795,True,1.0,630
630_k,0.005003679175864606,6795,6796,False,0.9998528546203649,630
630_x,0.001177336276674025,6795,6803,False,0.9988240482140233,630
630_n,0.004562178072111847,6795,6818,False,0.9966265767087122,630
630_z,0.00014716703458425313,6795,6795,True,1.0,630
630_f,0.00014716703458425313,6795,6795,True,1.0,630
648_ind2,1.0,187851,241103,False,0.7791317403765196,648
648_a,1.0,187851,241103,False,0.7791317403765196,648
648_7,0.906660065690361,187851,240511,False,0.7810495154067797,648
648_2,0.906660065690361,187851,240511,False,0.7810495154067797,648
650_ind1,0.9999037692585919,602718,2497493,False,0.24132920492670049,650
650_ind2,1.0,602718,2497624,False,0.2413165472465031,650
650_a,1.0,602718,2497624,False,0.2413165472465031,650
650_7,0.9983408492860675,602718,2496958,False,0.24138091229407943,650
650_2,0.9992699736858697,602718,2497419,False,0.24133635565357675,650
650_x,0.0696080090523263,602718,829595,False,0.7265207721840174,650
650_z,0.4590969574494208,602718,1518225,False,0.3969885886479277,650
650_y,0.30987128308761314,602718,1258173,False,0.47904223028152726,650
651_ind2,1.0,184291,306421,False,0.6014307113415855,651
651_a,1.0,184291,306421,False,0.6014307113415855,651
651_7,0.9927723003293704,184291,306129,False,0.6020043837728539,651
651_x,0.2538214020218025,184291,248533,False,0.7415152112596718,651
651_y,0.0969879158504756,184291,210020,False,0.8774926197505,651
651_2,0.9970698514848799,184291,306393,False,0.601485673628314,651
651_z,0.002968131921797592,184291,185035,False,0.9959791390817954,651
653_ind1,0.9981920740526468,27656,28382,False,0.9744204073004017,653
653_a,1.0,27656,74882,False,0.36932774231457494,653
655_ind2,1.0,883796,2037032,False,0.43386456373783033,655
655_a,1.0,883796,2037032,False,0.43386456373783033,655
655_7,0.999332425129781,883796,2036955,False,0.43388096447884217,655
655_2,0.9994512308270235,883796,2037002,False,0.43387095348949095,655
655_ind1,1.1314828308795243e-05,883796,883797,False,0.9999988685184493,655
655_x,3.394448492638573e-06,883796,883802,False,0.9999932111491036,655
655_z,7.920379816156669e-06,883796,883805,False,0.9999898167582215,655
655_y,1.1314828308795241e-06,883796,883805,False,0.9999898167582215,655
700_ind1,0.9999936044478933,469076,779261,False,0.6019497960246952,700
700_a,1.0,469076,779261,False,0.6019497960246952,700
700_4,0.9890529466440406,469076,773828,False,0.6061760494580191,700
700_d,0.7246501632997638,469076,747912,False,0.6271807378408155,700
700_7,0.9115047454996632,469076,768928,False,0.6100389113154938,700
700_t,0.03214404488824839,469076,515878,False,0.9092769996006808,700
700_q,0.0025646163947846403,469076,471856,False,0.9941083720457089,700
700_l,0.008506084301904169,469076,480863,False,0.9754878208554204,700
700_ind2,0.029185036113550895,469076,492443,False,0.9525488229094535,700
700_c,0.003091183518235851,469076,471913,False,0.9939882986906485,700
700_b,0.00037307387289053375,469076,469406,False,0.9992969838476713,700
700_i,0.006497880940401982,469076,479900,False,0.9774453011043968,700
700_n,0.005589712541251311,469076,484766,False,0.9676338687119146,700
700_k,0.0017481175758299295,469076,473882,False,0.9898582347504231,700
700_m,0.005065277268502332,469076,483761,False,0.9696441011160469,700
700_r,0.004110208153902566,469076,480790,False,0.9756359325277149,700
700_p,0.0025582208426779456,469076,479706,False,0.9778405940305104,700
700_o,0.002521979380740008,469076,476045,False,0.9853606276717537,700
700_s,2.9845909831242698e-05,469076,469151,False,0.999840136757675,700
700_e,1.9186656320084593e-05,469076,469084,False,0.9999829454852436,700
700_6,2.131850702231621e-06,469076,469076,True,1.0,700
700_x,4.263701404463242e-06,469076,469080,False,0.9999914726699071,700
700_f,1.0659253511158107e-05,469076,469116,False,0.9999147332429505,700
700_g,3.8373312640169185e-05,469076,469166,False,0.9998081702425154,700
710_ind1,1.0,191770,222290,False,0.862701875927842,710
710_a,1.0,191770,222290,False,0.862701875927842,710
710_7,0.9443969338269802,191770,221791,False,0.8646428394299137,710
710_b,0.3668091985190593,191770,214142,False,0.8955272669537037,710
710_4,0.27829170360327476,191770,205476,False,0.9332963460452802,710
710_d,0.015961829274651926,191770,192238,False,0.9975655177436303,710
710_c,0.011560723783699224,191770,192156,False,0.9979912154707633,710
710_n,0.004135161912707931,191770,191950,False,0.9990622557957801,710
710_t,0.013161599833133442,191770,193562,False,0.9907419844804248,710
710_ind2,0.012671429316368566,191770,193250,False,0.9923415265200517,710
710_l,0.001626948949262137,191770,192077,False,0.9984016826585171,710
710_u,0.0023674193043750325,191770,191854,False,0.9995621670645387,710
710_k,1.0429159931167545e-05,191770,191771,False,0.9999947854472261,710
710_s,5.214579965583773e-06,191770,191771,False,0.9999947854472261,710
710_i,1.0429159931167545e-05,191770,191770,True,1.0,710
711_ind1,1.0,6386,6984,False,0.9143757159221076,711
711_a,1.0,6386,6984,False,0.9143757159221076,711
711_e,0.01659880989664892,6386,6386,True,1.0,711
711_7,0.7330097087378641,6386,6894,False,0.9263127357122135,711
711_d,0.8609458189790166,6386,6920,False,0.9228323699421965,711
711_c,0.862981522079549,6386,7086,False,0.9012136607394863,711
711_4,0.17005950516755403,6386,6550,False,0.9749618320610687,711
711_n,0.3860006263701848,6386,6692,False,0.9542737597130903,711
711_ind2,0.002662073285311619,6386,6386,True,1.0,711
711_i,0.00015659254619480113,6386,6386,True,1.0,711
720_a,1.0,15,16,False,0.9375,720
720_ind1,0.6666666666666666,15,16,False,0.9375,720
730_ind1,1.0,1091,1700,False,0.6417647058823529,730
730_ind2,0.5068744271310724,1091,1472,False,0.7411684782608695,730
730_a,1.0,1091,1700,False,0.6417647058823529,730
730_p,0.3318056828597617,1091,1290,False,0.8457364341085272,730
730_l,0.5884509624197983,1091,1589,False,0.6865953429830082,730
730_7,0.614115490375802,1091,1350,False,0.8081481481481482,730
730_s,0.01833180568285976,1091,1099,False,0.9927206551410374,730
730_i,0.045829514207149404,1091,1091,True,1.0,730
730_d,0.0614115490375802,1091,1124,False,0.9706405693950177,730
730_m,0.005499541704857928,1091,1091,True,1.0,730
730_n,0.007332722273143905,1091,1093,False,0.9981701738334858,730
730_k,0.022914757103574702,1091,1105,False,0.9873303167420815,730
730_r,0.002749770852428964,1091,1093,False,0.9981701738334858,730
730_o,0.013748854262144821,1091,1092,False,0.9990842490842491,730
730_t,0.0018331805682859762,1091,1102,False,0.9900181488203267,730
730_g,0.002749770852428964,1091,1091,True,1.0,730
740_ind1,0.999957153262779,23339,45601,False,0.5118089515580798,740
740_ind2,0.9848322550237799,23339,45118,False,0.5172880003546256,740
740_a,0.9999143065255581,23339,45601,False,0.5118089515580798,740
740_n,0.0007712412699772913,23339,23352,False,0.9994433025008564,740
740_p,0.0026564977076995585,23339,23368,False,0.9987589866484081,740
740_0,4.2846737220960625e-05,23339,23339,True,1.0,740
740_m,4.2846737220960625e-05,23339,23339,True,1.0,740
740_h,4.2846737220960625e-05,23339,23339,True,1.0,740
752_a,1.0,11,11,True,1.0,752
752_c,1.0,11,11,True,1.0,752
765_ind1,1.0,89335,94416,False,0.9461849686493815,765
765_t,1.0,89335,94416,False,0.9461849686493815,765
765_9,0.9969888621480942,89335,94414,False,0.946205011968564,765
765_ind2,0.017675043376056417,89335,89391,False,0.9993735387231377,765
765_i,0.017675043376056417,89335,89655,False,0.9964307623668507,765
765_n,8.95505680864163e-05,89335,89336,False,0.9999888063042894,765
765_z,7.835674707561426e-05,89335,89335,True,1.0,765
765_x,1.1193821010802037e-05,89335,89335,True,1.0,765
765_a,1.1193821010802037e-05,89335,89335,True,1.0,765
770_ind1,1.0,1770,4295,False,0.4121071012805588,770
770_ind2,0.03220338983050847,1770,1812,False,0.9768211920529801,770
770_i,0.03220338983050847,1770,1827,False,0.9688013136288999,770
770_t,0.9994350282485875,1770,4295,False,0.4121071012805588,770
770_x,0.20225988700564973,1770,3184,False,0.5559045226130653,770
770_g,0.007909604519774011,1770,1781,False,0.9938236945536215,770
770_b,0.0005649717514124294,1770,1789,False,0.9893795416433762,770
770_z,0.0011299435028248588,1770,1771,False,0.9994353472614342,770
770_a,0.001694915254237288,1770,1781,False,0.9938236945536215,770
770_w,0.0005649717514124294,1770,1770,True,1.0,770
770_n,0.002824858757062147,1770,1778,False,0.9955005624296963,770
770_d,0.001694915254237288,1770,1775,False,0.9971830985915493,770
770_s,0.0005649717514124294,1770,1770,True,1.0,770
772_ind1,1.0,1889,2225,False,0.8489887640449438,772
772_ind2,0.1868713605082054,1889,1898,False,0.9952581664910432,772
772_i,0.1768131286394918,1889,1897,False,0.9957828149710068,772
772_t,0.9952355743779777,1889,2225,False,0.8489887640449438,772
772_g,0.22075172048703018,1889,1902,False,0.9931650893796005,772
772_x,0.45579671784012704,1889,2123,False,0.8897786151672162,772
772_c,0.0015881418740074113,1889,1889,True,1.0,772
772_n,0.005823186871360508,1889,1890,False,0.9994708994708995,772
772_a,0.004235044997353097,1889,1918,False,0.9848800834202294,772
772_w,0.0010587612493382743,1889,1889,True,1.0,772
772_s,0.004764425622022234,1889,1889,True,1.0,772
772_d,0.0010587612493382743,1889,1889,True,1.0,772
772_h,0.0005293806246691371,1889,1889,True,1.0,772
775_ind1,1.0,712,2866,False,0.24842986741102582,775
775_t,1.0,712,2866,False,0.24842986741102582,775
775_x,0.46769662921348315,712,1834,False,0.3882224645583424,775
775_b,0.004213483146067416,712,720,False,0.9888888888888889,775
775_n,0.004213483146067416,712,714,False,0.9971988795518207,775
775_ind2,0.04915730337078652,712,723,False,0.9847856154910097,775
775_i,0.04915730337078652,712,724,False,0.9834254143646409,775
775_a,0.007022471910112359,712,712,True,1.0,775
775_d,0.008426966292134831,712,712,True,1.0,775
775_e,0.0056179775280898875,712,721,False,0.9875173370319001,775
775_c,0.007022471910112359,712,713,False,0.9985974754558204,775
776_ind1,1.0,1257,1276,False,0.9851097178683386,776
776_t,1.0,1257,1276,False,0.9851097178683386,776
776_x,0.8090692124105012,1257,1272,False,0.9882075471698113,776
776_ind2,0.2052505966587112,1257,1261,False,0.9968279143536876,776
776_i,0.2052505966587112,1257,1261,False,0.9968279143536876,776
776_n,0.0007955449482895784,1257,1257,True,1.0,776
776_g,0.0031821797931583136,1257,1257,True,1.0,776
776_z,0.1360381861575179,1257,1264,False,0.9944620253164557,776
776_b,0.0007955449482895784,1257,1257,True,1.0,776
776_c,0.0015910898965791568,1257,1257,True,1.0,776
776_a,0.005568814638027049,1257,1257,True,1.0,776
776_d,0.00954653937947494,1257,1260,False,0.9976190476190476,776
776_k,0.008750994431185362,1257,1260,False,0.9976190476190476,776
776_w,0.0007955449482895784,1257,1257,True,1.0,776
776_o,0.0007955449482895784,1257,1257,True,1.0,776
777_ind1,1.0,5,5,True,1.0,777
777_t,1.0,5,5,True,1.0,777
777_x,0.6,5,5,True,1.0,777
777_c,0.2,5,5,True,1.0,777
780_ind1,1.0,7315,7810,False,0.9366197183098591,780
780_ind2,1.0,7315,7810,False,0.9366197183098591,780
780_t,0.9837320574162679,7315,7807,False,0.9369796336620981,780
780_x,0.30239234449760766,7315,7519,False,0.9728687325442213,780
780_s,0.017634996582365003,7315,7330,False,0.9979536152796725,780
780_a,0.0015037593984962407,7315,7315,True,1.0,780
780_w,0.013807245386192754,7315,7318,False,0.999590051926756,780
780_d,0.002050580997949419,7315,7315,True,1.0,780
780_i,0.0005468215994531784,7315,7315,True,1.0,780
780_z,0.0002734107997265892,7315,7315,True,1.0,780
780_g,0.0004101161995898838,7315,7315,True,1.0,780
780_c,0.0008202323991797676,7315,7317,False,0.999726663933306,780
780_b,0.0004101161995898838,7315,7315,True,1.0,780
780_n,0.0002734107997265892,7315,7315,True,1.0,780
780_y,0.0001367053998632946,7315,7315,True,1.0,780
785_ind1,1.0,7315,7647,False,0.9565842814175494,785
785_ind2,1.0,7315,7647,False,0.9565842814175494,785
785_t,0.9804511278195489,7315,7643,False,0.9570849143006672,785
785_x,0.3115516062884484,7315,7479,False,0.9780719347506351,785
785_s,0.0202323991797676,7315,7330,False,0.9979536152796725,785
785_d,0.0019138755980861245,7315,7317,False,0.999726663933306,785
785_a,0.002050580997949419,7315,7320,False,0.9993169398907104,785
785_b,0.0009569377990430622,7315,7315,True,1.0,785
785_w,0.002050580997949419,7315,7315,True,1.0,785
785_n,0.0004101161995898838,7315,7315,True,1.0,785
785_i,0.0004101161995898838,7315,7315,True,1.0,785
785_z,0.0001367053998632946,7315,7316,False,0.9998633132859486,785
785_c,0.0009569377990430622,7315,7317,False,0.999726663933306,785
785_g,0.0004101161995898838,7315,7315,True,1.0,785
787_ind1,1.0,23543,25227,False,0.9332461251833353,787
787_ind2,0.7465488680287135,23543,23863,False,0.9865901185936387,787
787_i,0.7465488680287135,23543,23939,False,0.9834579556372447,787
787_t,0.9822027778957652,23543,25200,False,0.9342460317460317,787
787_g,0.5615257188973368,23543,23653,False,0.9953494271339788,787
787_a,0.03822792337425137,23543,23613,False,0.997035531275145,787
787_x,0.03873762901924139,23543,23758,False,0.9909504167017426,787
787_s,0.017967123985898142,23543,23575,False,0.9986426299045599,787
787_z,0.015503546701779723,23543,23552,False,0.999617866847826,787
787_d,0.002336150872870917,23543,23547,False,0.9998301269800823,787
787_r,0.000297328292910844,23543,23543,True,1.0,787
787_o,0.00025485282249500913,23543,23543,True,1.0,787
787_b,0.00033980376332667884,23543,23545,False,0.9999150562752177,787
787_h,0.0004672301745741834,23543,23546,False,0.9998725898241739,787
787_k,0.00016990188166333942,23543,23545,False,0.9999150562752177,787
787_n,0.00012742641124750457,23543,23543,True,1.0,787
787_5,4.2475470415834855e-05,23543,23543,True,1.0,787
800_ind1,0.9998164632467652,10897,11044,False,0.9866896052155016,800
800_a,1.0,10897,11044,False,0.9866896052155016,800
800_d,0.9630173442231806,10897,11043,False,0.9867789549941139,800
800_t,1.0,10897,11044,False,0.9866896052155016,800
800_q,0.006515554739836653,10897,10897,True,1.0,800
800_b,0.0014682940258786822,10897,10899,False,0.9998164969263235,800
800_f,0.0026612829219051113,10897,10897,True,1.0,800
800_c,0.0023859777920528587,10897,10897,True,1.0,800
800_p,0.008259153895567587,10897,10897,True,1.0,800
800_ind2,0.00018353675323483528,10897,10897,True,1.0,800
800_s,0.0005506102597045058,10897,10897,True,1.0,800
800_l,9.176837661741764e-05,10897,10897,True,1.0,800
810_ind1,1.0,16359,16423,False,0.9961030262436826,810
810_a,1.0,16359,16423,False,0.9961030262436826,810
810_t,1.0,16359,16423,False,0.9961030262436826,810
810_b,0.27599486521181,16359,16405,False,0.9971959768363304,810
810_p,0.2111376000978055,16359,16547,False,0.9886384238834834,810
810_d,0.0028119078183263036,16359,16359,True,1.0,810
810_n,0.0004890274466654441,16359,16359,True,1.0,810
830_ind2,0.9999975570370768,409339,428559,False,0.9551520327422829,830
830_a,1.0,409339,428559,False,0.9551520327422829,830
830_p,0.08171222385357857,409339,412748,False,0.9917407231531103,830
830_n,0.007473023581921097,409339,409651,False,0.9992383760811032,830
830_t,4.885925846303431e-05,409339,409340,False,0.9999975570430449,830
830_s,1.4657777538910292e-05,409339,409341,False,0.9999951140980259,830
830_d,2.198666630836544e-05,409339,409339,True,1.0,830
830_o,2.4429629231517155e-06,409339,409339,True,1.0,830
830_v,0.0002516251810846267,409339,409413,False,0.9998192534189193,830
830_x,2.9315555077820584e-05,409339,409339,True,1.0,830
830_m,2.4429629231517155e-06,409339,409339,True,1.0,830
856_ind1,1.0,264911,276489,False,0.958124916361953,856
856_ind2,0.9978823076429443,264911,275936,False,0.960045082917778,856
856_u,1.0,264911,276490,False,0.9581214510470542,856
856_y,0.9404630234305106,264911,269037,False,0.9846638194746448,856
856_4,0.07000464306880425,264911,274497,False,0.9650779425640353,856
856_z,0.029357029341929932,264911,273964,False,0.9669555124030894,856
856_3,0.034868314264035846,264911,265546,False,0.9976087005641208,856
856_x,3.7748526863739144e-06,264911,264914,False,0.999988675570185,856
856_q,0.024019387643397217,264911,272206,False,0.9732004437815478,856
902_a,0.9841461573305149,6623,45834,False,0.14449971636776193,902
902_q,1.0,6623,99942,False,0.06626843569270177,902
902_z,0.16805073229654235,6623,18981,False,0.3489278752436647,902
925_a,0.8749627347709431,40252,44571,False,0.9030984272284669,925
925_b,0.8377223492000397,40252,43891,False,0.9170900640222369,925
925_c,0.0016893570505813376,40252,40268,False,0.9996026621635046,925
926_a,0.3413985305295161,7894,10117,False,0.7802708312740931,926
926_b,0.8683810488978971,7894,9788,False,0.8064977523498161,926
928_ind1,1.0,123652,139028,False,0.8894035733809017,928
928_a,1.0,123652,139028,False,0.8894035733809017,928
929_a,1.0,6357,6793,False,0.9358162814662152,929
930_a,1.0,4365,4369,False,0.9990844586861982,930
964_a,1.0,204787,299862,False,0.6829374845762384,964
968_a,1.0,17380,17380,True,1.0,968
969_a,1.0,17419,17419,True,1.0,969
970_n,0.9549185202807184,16814,17303,False,0.971739004796856,970
970_k,0.09028190793386463,16814,16919,False,0.9937939594538684,970
970_p,0.09105507315332462,16814,16919,False,0.9937939594538684,970
970_c,0.006006899012727489,16814,16832,False,0.998930608365019,970
970_a,0.8798620197454502,16814,17176,False,0.9789240801117839,970
970_f,0.12329011538004045,16814,16927,False,0.9933242748271991,970
970_e,0.3982395622695373,16814,17045,False,0.9864476386036961,970
970_x,0.36451766385155226,16814,16937,False,0.9927377929975792,970
970_y,0.00041631973355537054,16814,16815,False,0.999940529289325,970
979_n,0.9889169745284854,10286,10458,False,0.9835532606616944,979
979_a,0.8406572039665565,10286,10462,False,0.9831772127700249,979
979_f,0.23721563289908615,10286,10416,False,0.9875192012288786,979
979_e,0.6403849893058526,10286,10444,False,0.9848716966679433,979
979_i,0.777075636787867,10286,10376,False,0.9913261372397841,979
979_j,0.7740618316157885,10286,10376,False,0.9913261372397841,979
979_x,0.6510791366906474,10286,10323,False,0.996415770609319,979
979_k,0.011471903558234494,10286,10298,False,0.9988347251893571,979
979_p,0.010596927863114914,10286,10297,False,0.998931727687676,979
979_b,0.0006805366517596734,10286,10286,True,1.0,979
979_y,0.00029165856503986,10286,10286,True,1.0,979
981_ind1,1.0,266,271,False,0.981549815498155,981
981_a,1.0,266,271,False,0.981549815498155,981
981_4,0.9924812030075187,266,271,False,0.981549815498155,981
981_5,0.5075187969924813,266,268,False,0.9925373134328358,981
981_d,0.3233082706766917,266,270,False,0.9851851851851852,981
981_7,0.31954887218045114,266,270,False,0.9851851851851852,981
982_ind1,1.0,2,2,True,1.0,982
982_a,1.0,2,2,True,1.0,982
982_4,1.0,2,2,True,1.0,982
982_5,1.0,2,2,True,1.0,982
998_a,1.0,1238228,1238228,True,1.0,998
leader,1.0,1238228,1238228,True,1.0,lea
